Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDG46,1580.0,OUT018
DRC01,-1068.0,OUT010
FDB15,5556.0,OUT027
NCA17,3856.0,OUT027
FDF10,2420.0,OUT046
FDR26,4260.0,OUT027
FDI02,1912.0,OUT049
NCM54,136.0,OUT010
FDF14,2484.0,OUT013
FDJ33,84.0,OUT010
FDM20,3948.0,OUT035
FDC03,4548.0,OUT027
NCX05,1900.0,OUT046
NCM41,2948.0,OUT027
NCU29,476.0,OUT010
FDQ59,1456.0,OUT017
FDH46,-204.0,OUT010
FDH09,1044.0,OUT013
NCD06,804.0,OUT045
FDC15,2480.0,OUT035
DRD37,2172.0,OUT027
FDT28,3808.0,OUT027
FDR28,4072.0,OUT027
FDT38,1444.0,OUT017
FDV34,2732.0,OUT027
FDY52,1064.0,OUT035
FDB34,1432.0,OUT013
DRL23,1408.0,OUT018
DRB24,2448.0,OUT046
FDJ50,976.0,OUT046
FDQ49,2584.0,OUT035
FDP20,2068.0,OUT035
FDV19,4052.0,OUT027
NCR54,3136.0,OUT045
FDO09,2260.0,OUT010
FDS57,1996.0,OUT018
FDN10,1924.0,OUT049
FDV23,2020.0,OUT049
FDY28,3424.0,OUT049
DRG51,2580.0,OUT013
FDD45,-428.0,OUT019
NCL18,4476.0,OUT027
NCM29,2120.0,OUT013
FDF17,4536.0,OUT027
FDE22,2652.0,OUT017
FDQ22,732.0,OUT017
FDS01,2928.0,OUT013
FDW35,2156.0,OUT027
FDJ33,2052.0,OUT046
NCF54,2768.0,OUT035
FDE09,1820.0,OUT013
NCE06,2584.0,OUT045
DRH49,1308.0,OUT049
FDY43,2764.0,OUT045
NCT05,4104.0,OUT017
FDZ34,3124.0,OUT045
FDL38,1588.0,OUT017
FDZ31,3148.0,OUT017
FDR14,928.0,OUT035
NCN54,1300.0,OUT049
NCC42,3688.0,OUT027
FDK08,1740.0,OUT017
FDP59,1752.0,OUT013
FDV22,2604.0,OUT035
FDD33,3764.0,OUT035
DRE60,4984.0,OUT027
FDK52,3600.0,OUT046
FDA02,2420.0,OUT017
FDM56,1820.0,OUT049
FDE57,2332.0,OUT035
FDM32,1516.0,OUT045
NCQ30,3376.0,OUT027
FDQ27,3184.0,OUT027
FDT60,3456.0,OUT027
FDU43,3884.0,OUT049
NCO55,1772.0,OUT035
FDG02,3124.0,OUT045
FDJ28,3032.0,OUT013
FDP40,1856.0,OUT045
FDJ38,3152.0,OUT045
NCC54,3896.0,OUT017
NCZ41,2044.0,OUT046
FDK38,484.0,OUT019
FDU52,2464.0,OUT013
FDC40,1280.0,OUT046
NCR30,1272.0,OUT017
NCN18,1840.0,OUT017
FDB50,1368.0,OUT035
FDG04,2992.0,OUT013
FDR26,2844.0,OUT035
NCT17,2712.0,OUT018
FDX35,5056.0,OUT027
FDS12,2060.0,OUT046
NCZ29,3468.0,OUT027
FDB38,772.0,OUT010
FDP12,704.0,OUT013
FDP22,924.0,OUT046
FDS26,3800.0,OUT018
FDR52,3088.0,OUT046
DRJ13,2552.0,OUT046
FDU48,3552.0,OUT027
FDE29,1016.0,OUT035
NCT29,1984.0,OUT049
DRK37,2668.0,OUT018
FDK55,1468.0,OUT046
FDR07,1612.0,OUT046
FDO21,5060.0,OUT027
FDK46,4148.0,OUT049
FDB12,1768.0,OUT045
FDT31,4476.0,OUT027
FDJ33,2068.0,OUT045
FDC26,3252.0,OUT027
NCQ02,3016.0,OUT045
FDP08,1220.0,OUT010
FDB11,5064.0,OUT027
FDV55,2380.0,OUT013
FDW20,2012.0,OUT049
NCJ18,-56.0,OUT019
FDC41,920.0,OUT018
FDE14,3176.0,OUT027
FDG35,2900.0,OUT013
FDF45,1068.0,OUT035
FDS19,2772.0,OUT027
FDS58,652.0,OUT019
FDA26,3560.0,OUT017
FDM32,1492.0,OUT049
FDL45,2068.0,OUT046
FDZ55,2604.0,OUT049
FDY37,2384.0,OUT049
FDO46,3108.0,OUT046
FDQ60,1988.0,OUT046
FDA19,1820.0,OUT018
FDL15,2500.0,OUT046
FDM10,3092.0,OUT018
NCL05,804.0,OUT017
DRK49,-1220.0,OUT010
NCE18,5404.0,OUT027
FDG40,600.0,OUT049
DRI59,3544.0,OUT045
FDK28,4072.0,OUT035
NCD06,-1196.0,OUT019
FDO11,2048.0,OUT019
FDK27,1960.0,OUT046
FDT43,2316.0,OUT027
FDD38,1460.0,OUT018
FDA16,3488.0,OUT049
FDL14,3992.0,OUT027
NCM17,768.0,OUT049
FDD20,2060.0,OUT045
FDA40,1488.0,OUT045
FDL43,1328.0,OUT045
FDV15,1696.0,OUT045
FDE52,1488.0,OUT046
NCL17,400.0,OUT010
NCJ31,3816.0,OUT045
FDR60,1320.0,OUT045
NCA18,1888.0,OUT035
FDS21,2548.0,OUT027
FDW09,1380.0,OUT035
FDL26,2560.0,OUT035
FDS47,1136.0,OUT018
FDC39,3248.0,OUT046
FDT51,1896.0,OUT035
FDK40,4184.0,OUT035
NCG19,3740.0,OUT045
FDZ07,1100.0,OUT046
FDF08,2956.0,OUT027
FDO04,920.0,OUT013
FDK41,1040.0,OUT018
FDP15,4068.0,OUT049
NCD43,1388.0,OUT018
NCP18,2376.0,OUT013
FDZ51,1588.0,OUT046
DRH13,1760.0,OUT035
FDF38,816.0,OUT045
NCI43,856.0,OUT045
FDM38,2428.0,OUT027
FDS03,1088.0,OUT013
DRJ47,2788.0,OUT017
FDT50,-336.0,OUT010
FDV02,2740.0,OUT046
NCG18,1736.0,OUT017
FDW52,2672.0,OUT046
FDS40,656.0,OUT035
FDN31,3124.0,OUT017
FDA37,2104.0,OUT045
FDA15,3948.0,OUT046
FDL39,2912.0,OUT046
FDJ53,1976.0,OUT045
FDX22,3400.0,OUT013
NCZ42,3804.0,OUT045
FDD56,4300.0,OUT027
FDD40,3160.0,OUT017
FDS50,3480.0,OUT013
NCN14,2952.0,OUT013
FDT15,2980.0,OUT013
NCS18,3172.0,OUT027
NCO26,-80.0,OUT010
FDF58,740.0,OUT018
NCB19,1396.0,OUT013
FDH26,2420.0,OUT017
DRB24,3848.0,OUT027
FDA49,1168.0,OUT018
FDB32,1620.0,OUT045
FDI36,3240.0,OUT017
NCA17,500.0,OUT010
FDH22,2016.0,OUT013
NCM26,2176.0,OUT018
FDT15,4408.0,OUT027
FDB16,1092.0,OUT018
NCP54,3412.0,OUT027
FDJ36,1704.0,OUT013
FDO28,1936.0,OUT045
FDU09,960.0,OUT013
FDF29,2160.0,OUT017
FDY08,2308.0,OUT013
DRJ59,340.0,OUT018
FDT23,2760.0,OUT027
FDU15,416.0,OUT018
FDT47,1612.0,OUT013
FDI53,656.0,OUT019
FDR59,3880.0,OUT018
FDD53,720.0,OUT035
FDY51,3560.0,OUT017
FDT04,648.0,OUT049
FDU51,2884.0,OUT049
FDG14,2556.0,OUT035
NCU06,3676.0,OUT045
DRG25,2944.0,OUT046
DRH49,1376.0,OUT035
FDN15,2292.0,OUT035
FDL43,976.0,OUT018
NCT18,2904.0,OUT049
NCB31,4108.0,OUT013
FDK57,1964.0,OUT035
FDY04,672.0,OUT019
NCP54,1964.0,OUT046
FDF41,3848.0,OUT013
FDM01,1756.0,OUT045
FDW03,1776.0,OUT045
FDF28,2032.0,OUT045
FDY37,2436.0,OUT017
FDQ03,3868.0,OUT017
FDP51,3416.0,OUT027
FDJ40,1880.0,OUT017
FDC32,1564.0,OUT049
DRI49,2716.0,OUT027
NCW54,968.0,OUT017
FDF09,748.0,OUT017
FDP45,3724.0,OUT018
DRJ23,2676.0,OUT018
FDS59,1892.0,OUT017
FDY08,2292.0,OUT046
FDX16,2368.0,OUT049
FDY16,2656.0,OUT018
FDK32,2548.0,OUT035
FDQ22,704.0,OUT013
NCC31,2188.0,OUT018
FDG58,2516.0,OUT049
DRF48,2976.0,OUT013
DRH36,1192.0,OUT049
NCR30,1268.0,OUT035
FDB03,1864.0,OUT019
FDZ28,3488.0,OUT027
FDR35,3216.0,OUT017
DRD15,5092.0,OUT027
FDJ33,84.0,OUT019
FDA56,68.0,OUT010
FDP56,860.0,OUT046
NCT30,808.0,OUT046
FDK15,1696.0,OUT017
FDH44,2132.0,OUT018
FDV01,2564.0,OUT013
DRG03,2476.0,OUT017
FDG50,2956.0,OUT027
FDR16,1512.0,OUT010
FDZ60,1764.0,OUT046
DRG03,2472.0,OUT045
FDS56,3940.0,OUT018
FDU33,836.0,OUT045
DRD27,1624.0,OUT035
FDW22,3604.0,OUT046
DRA24,2644.0,OUT045
FDF38,784.0,OUT049
FDX48,2532.0,OUT013
FDS58,2324.0,OUT018
FDC32,1556.0,OUT046
NCQ29,4172.0,OUT045
DRK39,1044.0,OUT018
NCS38,1884.0,OUT017
DRO47,1796.0,OUT013
DRG27,2120.0,OUT027
FDC57,4548.0,OUT027
FDS55,2396.0,OUT046
NCJ06,1624.0,OUT018
FDO01,216.0,OUT019
NCM55,3000.0,OUT045
FDC52,2468.0,OUT049
FDQ15,1384.0,OUT045
NCT30,2220.0,OUT027
NCR42,1992.0,OUT027
FDD28,992.0,OUT035
FDQ34,1708.0,OUT049
FDZ12,3728.0,OUT027
DRE13,-576.0,OUT019
NCN07,204.0,OUT019
FDM28,2904.0,OUT035
FDI10,2844.0,OUT017
FDQ25,2820.0,OUT013
FDA38,1896.0,OUT010
DRI13,3420.0,OUT049
FDY20,2972.0,OUT027
NCZ53,3032.0,OUT035
NCM31,2316.0,OUT013
DRB01,3024.0,OUT017
DRF37,4120.0,OUT046
NCF42,2808.0,OUT049
FDF16,2064.0,OUT018
FDB41,832.0,OUT013
FDR34,3664.0,OUT013
FDR15,2244.0,OUT018
NCV42,-156.0,OUT019
FDW51,3448.0,OUT035
FDU36,1656.0,OUT017
FDX60,1352.0,OUT049
FDY03,1916.0,OUT035
FDW55,4028.0,OUT045
FDT01,1528.0,OUT010
FDG58,2512.0,OUT013
FDK21,4028.0,OUT017
NCS41,964.0,OUT019
FDS10,2940.0,OUT045
NCT53,2656.0,OUT046
FDJ28,2728.0,OUT018
FDX44,1484.0,OUT045
FDT20,388.0,OUT018
FDO44,1852.0,OUT017
NCX17,3740.0,OUT049
FDY01,2016.0,OUT017
FDJ12,4816.0,OUT027
DRK35,328.0,OUT018
FDD47,796.0,OUT019
NCM53,1772.0,OUT035
FDO45,1480.0,OUT013
NCM42,-148.0,OUT010
FDE04,2912.0,OUT046
NCI30,5344.0,OUT027
FDZ19,2812.0,OUT013
FDW57,2872.0,OUT013
FDA25,1752.0,OUT013
FDT22,1004.0,OUT046
FDP51,1972.0,OUT013
FDD48,3328.0,OUT027
FDY39,3000.0,OUT035
FDO48,1672.0,OUT010
FDD23,4476.0,OUT027
DRN35,2060.0,OUT027
FDT01,3504.0,OUT035
FDC20,-956.0,OUT010
DRJ35,1064.0,OUT035
FDB32,1580.0,OUT046
FDL24,2836.0,OUT046
NCV42,1840.0,OUT035
FDZ46,1796.0,OUT046
FDC15,2448.0,OUT013
FDD08,-1268.0,OUT019
FDY50,1424.0,OUT049
FDD36,1948.0,OUT013
FDG57,2292.0,OUT027
FDL21,460.0,OUT018
FDN16,3104.0,OUT027
FDJ09,2220.0,OUT027
FDS01,1016.0,OUT010
FDV33,4236.0,OUT017
DRE12,1860.0,OUT017
FDR07,1620.0,OUT013
FDP48,1072.0,OUT010
NCB55,972.0,OUT035
FDQ08,1076.0,OUT013
FDR34,3756.0,OUT035
FDO33,1836.0,OUT046
FDP13,768.0,OUT045
FDX12,3924.0,OUT049
NCT06,2660.0,OUT049
FDR16,1456.0,OUT019
FDE36,2708.0,OUT046
FDZ36,3012.0,OUT049
FDV13,1564.0,OUT045
NCZ17,676.0,OUT035
FDU56,2980.0,OUT045
FDM09,2812.0,OUT035
FDV02,2776.0,OUT017
FDS34,1572.0,OUT018
FDA11,1580.0,OUT049
FDP09,3444.0,OUT017
FDB29,3304.0,OUT027
FDT19,2860.0,OUT017
DRH15,780.0,OUT017
FDY38,3720.0,OUT046
FDF14,3920.0,OUT027
FDN48,-376.0,OUT010
FDQ12,3684.0,OUT013
NCJ43,2772.0,OUT045
FDE17,504.0,OUT019
FDB05,3952.0,OUT035
FDH10,3108.0,OUT045
NCR06,756.0,OUT017
FDU32,1692.0,OUT018
FDD56,2836.0,OUT049
FDO36,2608.0,OUT018
FDH16,-432.0,OUT010
FDX10,356.0,OUT018
FDZ37,1592.0,OUT017
FDU31,1620.0,OUT010
DRC49,2248.0,OUT049
FDL15,2488.0,OUT045
FDN32,1052.0,OUT019
DRH59,2640.0,OUT027
NCU29,2388.0,OUT049
FDR37,1052.0,OUT019
FDS14,2180.0,OUT018
FDU02,5000.0,OUT027
FDJ08,3116.0,OUT035
NCZ06,4028.0,OUT045
FDO31,1420.0,OUT049
FDH31,1400.0,OUT018
FDS58,2668.0,OUT017
NCA53,2280.0,OUT027
FDF50,3204.0,OUT046
NCW42,3532.0,OUT049
NCQ17,2528.0,OUT045
FDK51,3860.0,OUT018
NCW41,628.0,OUT010
NCR29,992.0,OUT017
FDB08,612.0,OUT019
FDA40,2856.0,OUT027
FDL14,2316.0,OUT018
FDB47,3324.0,OUT046
FDO03,3712.0,OUT035
DRK13,1136.0,OUT019
FDX13,2080.0,OUT010
FDF52,2912.0,OUT046
FDT11,3040.0,OUT013
FDB08,2604.0,OUT013
FDQ28,2208.0,OUT018
FDD29,4016.0,OUT045
NCQ29,5576.0,OUT027
NCO02,1096.0,OUT013
FDR56,1268.0,OUT010
NCM54,2016.0,OUT049
FDP51,1972.0,OUT035
FDT38,1364.0,OUT013
FDZ20,3740.0,OUT018
FDJ53,1928.0,OUT013
FDX13,4012.0,OUT049
FDP58,3524.0,OUT035
NCK31,-1060.0,OUT019
FDA35,1740.0,OUT018
FDV37,2948.0,OUT018
NCO07,4844.0,OUT027
FDA20,3036.0,OUT045
FDZ59,2768.0,OUT035
NCY17,820.0,OUT017
FDQ28,2504.0,OUT035
FDV35,2520.0,OUT017
FDQ36,656.0,OUT013
FDD34,2324.0,OUT018
FDK51,4204.0,OUT045
FDV31,2852.0,OUT035
FDR04,1584.0,OUT035
FDR14,896.0,OUT049
DRC36,876.0,OUT010
FDE39,-32.0,OUT019
FDP57,1724.0,OUT049
FDE57,2316.0,OUT046
NCN18,1784.0,OUT046
NCQ05,2120.0,OUT018
FDW47,1968.0,OUT035
FDV46,2268.0,OUT035
NCP29,1072.0,OUT045
FDE09,1516.0,OUT018
NCU06,5064.0,OUT027
FDT19,900.0,OUT010
DRF15,2476.0,OUT017
DRI51,2700.0,OUT013
NCX54,1680.0,OUT013
DRE01,3772.0,OUT013
NCB07,3120.0,OUT045
FDU50,1880.0,OUT035
FDG40,624.0,OUT035
FDW10,2516.0,OUT018
FDX51,3152.0,OUT013
NCP17,1096.0,OUT045
FDP21,3084.0,OUT035
FDL04,1712.0,OUT045
FDV23,1972.0,OUT013
FDF24,1404.0,OUT046
FDH56,3340.0,OUT027
FDB51,1012.0,OUT049
FDI58,3028.0,OUT027
FDR20,876.0,OUT013
FDC51,1696.0,OUT018
FDB16,2812.0,OUT027
FDE40,1028.0,OUT049
NCM17,792.0,OUT035
FDU56,3020.0,OUT035
FDS32,380.0,OUT019
FDX02,3544.0,OUT049
FDT39,3936.0,OUT027
FDE35,1104.0,OUT017
NCI42,1384.0,OUT019
DRL23,1728.0,OUT046
FDA10,1988.0,OUT046
FDA11,1576.0,OUT013
NCM06,2468.0,OUT046
NCT05,4128.0,OUT035
NCQ02,1056.0,OUT010
NCY06,2084.0,OUT049
FDY56,3668.0,OUT035
FDL02,1820.0,OUT035
NCI06,2868.0,OUT035
FDQ14,2404.0,OUT045
FDQ12,3700.0,OUT017
FDP36,884.0,OUT046
FDK21,5420.0,OUT027
FDO40,2384.0,OUT045
NCK54,-60.0,OUT019
FDY09,2540.0,OUT018
NCW30,4128.0,OUT049
NCC55,2048.0,OUT027
FDE58,1604.0,OUT018
FDR39,2956.0,OUT013
FDU28,3008.0,OUT049
FDH08,3708.0,OUT017
FDG35,2924.0,OUT045
FDG22,676.0,OUT049
FDC34,2580.0,OUT035
FDP15,3748.0,OUT018
FDK34,1900.0,OUT010
FDU45,1964.0,OUT035
FDQ04,2096.0,OUT027
FDX22,3084.0,OUT018
FDB45,1772.0,OUT017
NCH43,4860.0,OUT027
DRE60,3516.0,OUT046
FDD17,5160.0,OUT027
NCM54,2096.0,OUT017
NCH55,2044.0,OUT013
NCT06,2688.0,OUT017
FDA48,4956.0,OUT027
FDY58,5068.0,OUT027
FDO25,3428.0,OUT045
FDN50,1672.0,OUT045
FDH35,2720.0,OUT035
FDK09,3636.0,OUT045
FDO16,1344.0,OUT013
FDW11,1080.0,OUT045
FDU47,3708.0,OUT027
NCQ42,152.0,OUT010
FDK55,2912.0,OUT027
FDN08,1940.0,OUT049
FDT57,3812.0,OUT045
FDJ12,3052.0,OUT018
DRL59,936.0,OUT017
NCN53,640.0,OUT046
FDO51,-1104.0,OUT010
FDK56,3076.0,OUT017
FDY12,952.0,OUT035
FDU15,728.0,OUT035
FDQ19,3932.0,OUT046
DRF15,2472.0,OUT045
DRE25,-492.0,OUT019
FDK57,1628.0,OUT018
FDD33,1780.0,OUT010
FDR34,5116.0,OUT027
FDU04,1976.0,OUT045
FDE35,-856.0,OUT019
NCD31,2628.0,OUT035
FDJ56,1668.0,OUT035
NCU53,2652.0,OUT046
FDD39,3420.0,OUT035
NCU17,-276.0,OUT019
FDJ20,2060.0,OUT046
NCW41,2228.0,OUT018
FDL52,720.0,OUT035
FDS39,2320.0,OUT035
DRJ47,2796.0,OUT045
FDP13,-1148.0,OUT010
DRK39,-588.0,OUT010
FDF28,144.0,OUT010
FDB09,2076.0,OUT045
FDM51,1696.0,OUT046
DRM49,452.0,OUT018
DRF23,2788.0,OUT013
DRH01,2752.0,OUT035
FDH12,3180.0,OUT027
FDA28,80.0,OUT019
FDW37,1220.0,OUT018
FDF02,1744.0,OUT046
DRL37,720.0,OUT046
NCF43,2264.0,OUT046
FDH08,1748.0,OUT010
FDR34,1748.0,OUT019
NCK19,3124.0,OUT049
NCD55,424.0,OUT018
FDT27,3768.0,OUT049
FDQ57,2396.0,OUT045
FDA47,2672.0,OUT035
DRG15,2448.0,OUT027
FDE05,2056.0,OUT018
FDN46,1676.0,OUT046
FDX27,2944.0,OUT027
FDT51,1876.0,OUT045
FDU33,800.0,OUT013
FDJ16,2400.0,OUT027
FDD20,60.0,OUT019
FDT36,608.0,OUT049
DRF15,3848.0,OUT027
FDN52,-472.0,OUT010
FDC22,4508.0,OUT027
FDX15,2596.0,OUT045
FDT13,3044.0,OUT013
FDU04,2008.0,OUT017
FDU31,1548.0,OUT019
FDW59,2828.0,OUT027
NCO29,2664.0,OUT046
FDL15,2496.0,OUT035
FDI41,2368.0,OUT049
FDQ48,1676.0,OUT049
DRI39,900.0,OUT013
FDI08,4044.0,OUT013
FDC21,1860.0,OUT049
FDF58,1092.0,OUT035
FDS08,956.0,OUT010
FDE47,2064.0,OUT045
NCP18,480.0,OUT019
NCR41,1596.0,OUT013
FDA27,4044.0,OUT013
FDA43,3148.0,OUT035
FDA49,1500.0,OUT045
NCE55,2516.0,OUT018
DRM49,2200.0,OUT027
FDF22,4844.0,OUT027
FDQ15,1060.0,OUT018
NCS54,2844.0,OUT017
NCY05,648.0,OUT013
FDR45,3836.0,OUT046
FDK57,1980.0,OUT049
FDF41,1984.0,OUT010
FDV21,2036.0,OUT046
FDD51,744.0,OUT046
FDF33,1972.0,OUT046
FDA38,3768.0,OUT046
FDR56,3204.0,OUT045
NCN41,2032.0,OUT017
FDC60,2912.0,OUT027
FDB47,3340.0,OUT045
DRH01,2760.0,OUT013
FDW08,1732.0,OUT046
FDF38,2204.0,OUT027
FDY32,2676.0,OUT017
FDG34,1836.0,OUT049
FDG47,2224.0,OUT019
NCF18,3040.0,OUT035
FDL39,944.0,OUT019
NCH55,2052.0,OUT035
DRJ35,1020.0,OUT049
FDS44,3868.0,OUT035
DRE01,3464.0,OUT018
FDY39,2992.0,OUT013
FDY32,2300.0,OUT018
FDR33,3252.0,OUT027
NCP50,1360.0,OUT049
FDZ47,1352.0,OUT018
FDU57,2492.0,OUT049
FDY44,3172.0,OUT013
DRH59,904.0,OUT018
FDB03,5232.0,OUT027
FDY46,3012.0,OUT045
FDM39,2824.0,OUT045
FDY36,1292.0,OUT035
NCM55,2984.0,OUT035
FDJ50,-960.0,OUT010
DRL60,2384.0,OUT013
NCJ54,3676.0,OUT049
FDX59,648.0,OUT017
FDI07,3228.0,OUT013
DRF51,-1280.0,OUT010
FDM14,1896.0,OUT017
FDP21,3076.0,OUT045
FDE40,1088.0,OUT035
FDE05,2408.0,OUT035
FDM13,3600.0,OUT027
FDC34,3980.0,OUT027
NCI55,1672.0,OUT018
NCE43,2372.0,OUT018
FDW58,1452.0,OUT018
FDG60,3768.0,OUT045
FDV31,2884.0,OUT017
FDR47,3088.0,OUT013
FDM60,-1200.0,OUT019
NCF06,3780.0,OUT018
NCN26,3312.0,OUT027
FDQ59,1448.0,OUT049
FDF09,684.0,OUT046
NCS06,4236.0,OUT017
FDT44,1940.0,OUT046
FDI19,3944.0,OUT017
FDT22,1060.0,OUT017
NCF54,4148.0,OUT027
DRG25,2956.0,OUT045
FDB59,3220.0,OUT017
FDQ37,3188.0,OUT017
FDP56,876.0,OUT035
FDW44,2852.0,OUT035
FDJ26,1588.0,OUT010
FDU43,3532.0,OUT018
FDW33,1732.0,OUT045
NCX53,3748.0,OUT027
FDN56,492.0,OUT010
DRF15,2428.0,OUT049
FDO33,1908.0,OUT017
FDZ39,-160.0,OUT010
NCJ19,992.0,OUT017
FDU01,3080.0,OUT035
FDT12,3640.0,OUT035
NCM18,712.0,OUT018
FDP19,2140.0,OUT017
NCR42,584.0,OUT049
FDN10,1940.0,OUT046
FDG44,996.0,OUT017
FDQ10,2772.0,OUT046
DRH13,1692.0,OUT049
FDT52,3904.0,OUT013
FDM56,1844.0,OUT045
NCO43,-248.0,OUT010
NCV29,2880.0,OUT035
NCF06,4112.0,OUT013
FDO50,1580.0,OUT035
FDT59,3648.0,OUT013
FDX40,2048.0,OUT027
FDE50,3128.0,OUT017
FDX51,3248.0,OUT017
NCD30,1292.0,OUT018
FDK15,1644.0,OUT013
FDL12,1092.0,OUT045
FDK46,4172.0,OUT017
DRH49,-612.0,OUT010
FDQ57,2388.0,OUT046
FDY59,1600.0,OUT017
FDO09,3884.0,OUT018
NCG30,2048.0,OUT035
FDM09,2796.0,OUT017
NCN17,3084.0,OUT027
NCS42,1456.0,OUT013
FDD02,-8.0,OUT019
FDE34,2912.0,OUT013
FDU38,3060.0,OUT045
FDB33,2572.0,OUT046
NCJ29,1492.0,OUT017
FDZ27,832.0,OUT035
FDI40,1632.0,OUT013
FDG22,704.0,OUT013
FDT51,1912.0,OUT017
FDF20,2892.0,OUT018
FDV50,1968.0,OUT035
FDT02,620.0,OUT049
DRC49,2340.0,OUT017
FDF26,2540.0,OUT049
FDV52,1960.0,OUT035
FDX59,624.0,OUT049
FDV25,3612.0,OUT035
FDW23,2112.0,OUT027
FDE53,1432.0,OUT018
FDA19,2172.0,OUT017
FDH22,2036.0,OUT046
NCO41,1612.0,OUT013
FDX12,3940.0,OUT017
FDF17,3120.0,OUT013
FDS11,3584.0,OUT045
FDR51,2472.0,OUT035
FDT49,-160.0,OUT010
FDC56,1964.0,OUT013
FDR13,3408.0,OUT027
FDQ60,2020.0,OUT035
FDN38,4036.0,OUT049
NCL29,2528.0,OUT013
FDO13,4084.0,OUT027
FDE26,2056.0,OUT018
FDA31,852.0,OUT010
FDX14,1244.0,OUT035
FDA34,2860.0,OUT045
FDF26,2544.0,OUT013
FDE38,2744.0,OUT045
DRI11,1840.0,OUT046
FDQ60,3388.0,OUT027
FDL21,2172.0,OUT027
DRC12,4456.0,OUT027
FDC47,3636.0,OUT046
FDE57,2308.0,OUT045
FDT14,1964.0,OUT045
NCZ53,3044.0,OUT046
FDE28,3352.0,OUT018
FDR19,2396.0,OUT035
NCF54,804.0,OUT019
FDZ08,1396.0,OUT046
NCJ05,2184.0,OUT018
FDF59,2108.0,OUT046
NCO05,1680.0,OUT035
FDW24,556.0,OUT018
NCX42,2344.0,OUT018
NCA53,872.0,OUT035
FDI45,900.0,OUT019
FDG46,1892.0,OUT046
FDM20,1980.0,OUT010
FDW11,-888.0,OUT010
FDX08,2924.0,OUT035
NCK17,748.0,OUT035
FDK32,2196.0,OUT018
NCA42,2572.0,OUT035
DRI01,2728.0,OUT035
NCL55,4048.0,OUT049
DRE25,1200.0,OUT018
FDD14,3024.0,OUT017
FDB10,3764.0,OUT046
DRN11,2332.0,OUT035
FDP38,620.0,OUT018
NCA30,3040.0,OUT017
FDT15,3056.0,OUT017
NCP55,676.0,OUT018
FDF12,2424.0,OUT035
FDM21,3764.0,OUT018
FDX56,3372.0,OUT035
FDF10,2428.0,OUT017
FDT32,3116.0,OUT045
FDM51,1400.0,OUT018
NCR50,2168.0,OUT018
FDI19,3872.0,OUT049
FDX21,1812.0,OUT017
FDR31,2428.0,OUT035
FDY02,4140.0,OUT013
NCA29,2740.0,OUT045
NCX17,3692.0,OUT046
FDM12,3108.0,OUT045
FDI53,4000.0,OUT027
NCU30,2620.0,OUT049
FDC56,3404.0,OUT027
FDK27,1704.0,OUT018
NCK18,2708.0,OUT017
FDB52,2104.0,OUT019
DRG25,4400.0,OUT027
FDZ13,968.0,OUT049
FDB57,1676.0,OUT019
FDR40,1392.0,OUT046
NCO14,-1200.0,OUT019
NCN19,3084.0,OUT045
FDQ28,544.0,OUT019
FDO13,2364.0,OUT018
FDK48,1292.0,OUT013
FDU07,2164.0,OUT018
FDW20,2044.0,OUT046
FDV12,-252.0,OUT010
FDH24,2556.0,OUT013
FDV59,3440.0,OUT049
FDK57,1972.0,OUT045
FDL16,2176.0,OUT027
NCQ17,2500.0,OUT046
FDJ15,2660.0,OUT018
FDX24,1560.0,OUT049
FDT47,1616.0,OUT046
FDT10,1076.0,OUT049
FDZ37,1228.0,OUT018
FDW43,5148.0,OUT027
DRN36,1580.0,OUT017
FDJ14,1440.0,OUT045
FDA32,3500.0,OUT013
FDJ38,1164.0,OUT019
FDQ57,2428.0,OUT017
NCQ41,1152.0,OUT019
FDG56,1076.0,OUT049
DRC13,3432.0,OUT027
FDV55,2380.0,OUT035
FDQ49,2624.0,OUT045
FDE29,-944.0,OUT010
FDR03,3336.0,OUT013
FDD45,1548.0,OUT049
FDN38,2124.0,OUT010
FDT56,1044.0,OUT046
FDT48,3224.0,OUT045
FDU03,2944.0,OUT049
FDC56,20.0,OUT010
NCO43,3056.0,OUT027
FDQ27,1760.0,OUT017
FDR03,3348.0,OUT046
DRH23,-1040.0,OUT010
FDG22,740.0,OUT045
NCJ42,1684.0,OUT013
FDR24,1548.0,OUT046
FDW60,2900.0,OUT035
FDJ08,3052.0,OUT013
DRL59,576.0,OUT018
FDG60,1796.0,OUT010
FDW27,2588.0,OUT017
FDX14,936.0,OUT018
FDC20,980.0,OUT013
NCS29,3880.0,OUT018
FDJ56,1660.0,OUT046
FDB20,-668.0,OUT019
FDL28,5072.0,OUT027
FDW01,2184.0,OUT018
FDL03,3216.0,OUT046
FDX22,3388.0,OUT049
FDJ21,2404.0,OUT035
FDR31,2452.0,OUT045
FDG21,2668.0,OUT035
FDS22,2228.0,OUT027
FDK08,1708.0,OUT035
FDE17,2152.0,OUT018
NCN30,1612.0,OUT017
FDT50,1596.0,OUT046
NCX42,2616.0,OUT049
FDJ12,3392.0,OUT035
NCA18,3312.0,OUT027
FDP23,1496.0,OUT019
FDX12,3888.0,OUT013
FDN40,2120.0,OUT018
FDV48,1368.0,OUT035
NCY54,2712.0,OUT013
FDL16,-1176.0,OUT010
FDR45,3516.0,OUT018
